Time,Prediction,id,Rolling,grouping,resolution
2016-07-17 15:04:28.092169984,0.58,,,community_mean,0.0
2016-07-17 15:04:28.092169984,0.46894362719678684,,,metaculus,0.0
2016-07-17 15:04:28.092170000,0.58,19390,,forecasters,0.0
2016-07-17 15:04:28.092170000,0.58,6310,,forecasters,0.0
2016-07-17 15:04:33.105916000,0.62,6127,,forecasters,0.0
2016-07-17 15:04:33.105916000,0.62,20792,,forecasters,0.0
2016-07-17 15:04:40.589112000,0.5,6310,,forecasters,0.0
2016-07-17 15:04:40.589112000,0.5,19390,,forecasters,0.0
2016-07-17 15:04:51.378762000,0.56,19390,,forecasters,0.0
2016-07-17 15:04:51.378762000,0.56,6310,,forecasters,0.0
2016-07-17 15:05:47.946654000,0.58,19390,,forecasters,0.0
2016-07-17 15:05:47.946654000,0.58,6310,,forecasters,0.0
2016-07-17 17:02:50.618380000,0.55,8327,,forecasters,0.0
2016-07-17 18:02:03.043590000,0.99,6212,,forecasters,0.0
2016-07-17 18:02:03.043590000,0.99,11930,,forecasters,0.0
2016-07-17 18:43:45.649646000,0.44,20798,,forecasters,0.0
2016-07-17 18:43:45.649646000,0.44,6190,,forecasters,0.0
2016-07-17 19:07:54.615685000,0.47,9652,,forecasters,0.0
2016-07-17 19:07:54.615685000,0.47,5978,,forecasters,0.0
2016-07-17 19:07:54.615685000,0.47,13239,,forecasters,0.0
2016-07-17 19:07:54.615685000,0.47,25889,,forecasters,0.0
2016-07-17 19:07:54.615685120,0.4717236912242141,,,metaculus,0.0
2016-07-17 19:07:54.615685120,0.60833,,,community_mean,0.0
2016-07-18 04:00:37.455986944,0.3916359112151963,,,metaculus,0.0
2016-07-18 04:00:37.455986944,0.57143,,,community_mean,0.0
2016-07-18 04:00:37.455987000,0.35,20965,,forecasters,0.0
2016-07-18 04:00:37.455987000,0.35,21098,,forecasters,0.0
2016-07-18 04:00:37.455987000,0.35,10701,,forecasters,0.0
2016-07-18 04:00:37.455987000,0.35,11830,,forecasters,0.0
2016-07-18 04:00:37.455987000,0.35,6150,,forecasters,0.0
2016-07-18 07:11:40.566234000,0.54,24953,,forecasters,0.0
2016-07-18 07:11:40.566234000,0.54,12270,,forecasters,0.0
2016-07-18 07:11:40.566234000,0.54,5928,,forecasters,0.0
2016-07-18 07:11:40.566234000,0.54,15578,,forecasters,0.0
2016-07-18 08:32:17.374403000,0.43,6047,,forecasters,0.0
2016-07-18 08:32:17.374403000,0.43,20825,,forecasters,0.0
2016-07-18 09:06:35.317902000,0.4,9645,,forecasters,0.0
2016-07-18 09:06:35.317902000,0.4,14061,,forecasters,0.0
2016-07-18 09:06:35.317902000,0.4,21176,,forecasters,0.0
2016-07-18 09:06:35.317902000,0.4,20967,,forecasters,0.0
2016-07-18 09:06:35.317902000,0.4,11868,,forecasters,0.0
2016-07-18 09:06:35.317902000,0.4,6060,,forecasters,0.0
2016-07-18 09:06:35.317902000,0.4,15612,,forecasters,0.0
2016-07-18 09:06:35.317902080,0.38896694956236993,,,metaculus,0.0
2016-07-18 11:29:31.526551000,0.48,6074,,forecasters,0.0
2016-07-18 11:29:31.526551000,0.48,12227,,forecasters,0.0
2016-07-18 11:29:31.526551000,0.48,9726,,forecasters,0.0
2016-07-18 14:28:42.881775000,0.68,20792,,forecasters,0.0
2016-07-18 14:28:42.881775000,0.68,6127,,forecasters,0.0
2016-07-18 14:28:42.881775104,0.53727,,,community_mean,0.0
2016-07-18 14:28:42.881775104,0.39293338947606754,,,metaculus,0.0
2016-07-20 14:25:50.956740000,0.2,6035,,forecasters,0.0
2016-07-20 14:25:50.956740000,0.2,9650,,forecasters,0.0
2016-07-20 14:25:50.956740000,0.2,11958,,forecasters,0.0
2016-07-20 14:25:50.956740096,0.50917,,,community_mean,0.0
2016-07-20 15:42:05.237509000,0.2,11830,,forecasters,0.0
2016-07-20 15:42:05.237509000,0.2,20965,,forecasters,0.0
2016-07-20 15:42:05.237509000,0.2,21098,,forecasters,0.0
2016-07-20 15:42:05.237509000,0.2,10701,,forecasters,0.0
2016-07-20 15:42:05.237509000,0.2,6150,0.45880000000000004,forecasters,0.0
2016-07-20 15:42:05.237509120,0.36324510060216164,,,metaculus,0.0
2016-07-20 20:04:07.877488896,0.5,,,community_mean,0.0
2016-07-20 20:04:07.877489000,0.54,11375,0.458,forecasters,0.0
2016-07-20 20:04:07.877489000,0.54,13166,0.4572,forecasters,0.0
2016-07-20 20:04:07.877489000,0.54,6009,0.45559999999999995,forecasters,0.0
2016-07-21 06:00:32.190000896,0.50714,,,community_mean,0.0
2016-07-21 06:00:32.190001000,0.6,6247,0.45520000000000005,forecasters,0.0
2016-07-21 06:00:32.190001000,0.6,9705,0.45720000000000005,forecasters,0.0
2016-07-21 06:00:32.190001000,0.6,21197,0.4592,forecasters,0.0
2016-07-21 06:00:32.190001000,0.6,11861,0.46,forecasters,0.0
2016-07-21 15:15:28.878940928,0.53333,,,community_mean,0.0
2016-07-21 15:15:28.878941000,0.9,11814,0.4732,forecasters,0.0
2016-07-21 15:15:28.878941000,0.9,6055,0.483,forecasters,0.0
2016-07-21 15:15:28.878941000,0.9,20977,0.48480000000000006,forecasters,0.0
2016-07-21 15:15:28.878941000,0.9,21194,0.4866,forecasters,0.0
2016-07-21 15:15:28.878941000,0.9,15627,0.4796,forecasters,0.0
2016-07-21 15:15:28.878941000,0.9,11464,0.4668,forecasters,0.0
2016-07-22 05:11:14.148820992,0.53313,,,community_mean,0.0
2016-07-22 05:11:14.148821000,0.53,5960,0.48480000000000006,forecasters,0.0
2016-07-22 05:11:14.148821000,0.53,20818,0.48660000000000003,forecasters,0.0
2016-07-22 06:30:06.900389000,0.33,11748,0.4838,forecasters,0.0
2016-07-22 06:30:06.900389000,0.33,9719,0.4782,forecasters,0.0
2016-07-22 06:30:06.900389000,0.33,5881,0.48100000000000004,forecasters,0.0
2016-07-22 06:30:06.900389000,0.33,13800,0.475,forecasters,0.0
2016-07-22 06:30:06.900389000,0.33,23075,0.47540000000000004,forecasters,0.0
2016-07-22 06:30:06.900389120,0.35804118391627393,,,metaculus,0.0
2016-07-22 12:59:20.534095000,0.5,11814,0.484,forecasters,0.0
2016-07-22 12:59:20.534095000,0.5,11464,0.4854,forecasters,0.0
2016-07-22 12:59:20.534095000,0.5,20977,0.4862,forecasters,0.0
2016-07-22 12:59:20.534095000,0.5,6055,0.48700000000000004,forecasters,0.0
2016-07-22 12:59:20.534095000,0.5,21194,0.47800000000000004,forecasters,0.0
2016-07-22 12:59:20.534095000,0.5,15627,0.48100000000000004,forecasters,0.0
2016-07-22 12:59:41.398178000,0.4,21194,0.4792,forecasters,0.0
2016-07-22 12:59:41.398178000,0.4,20977,0.4826,forecasters,0.0
2016-07-22 12:59:41.398178000,0.4,11814,0.47980000000000006,forecasters,0.0
2016-07-22 12:59:41.398178000,0.4,15627,0.4786000000000001,forecasters,0.0
2016-07-22 12:59:41.398178000,0.4,6055,0.47859999999999997,forecasters,0.0
2016-07-22 12:59:41.398178000,0.4,11464,0.47859999999999997,forecasters,0.0
2016-07-22 12:59:41.398178048,0.49176,,,community_mean,0.0
2016-07-23 19:49:07.796058880,0.47056,,,community_mean,0.0
2016-07-23 19:49:07.796059000,0.11,6029,0.467,forecasters,0.0
2016-07-23 19:49:07.796059000,0.11,20826,0.4728,forecasters,0.0
2016-07-26 13:25:19.661201920,0.49158,,,community_mean,0.0
2016-07-26 13:25:19.661202000,0.87,7476,0.4764000000000001,forecasters,0.0
2016-07-26 16:51:47.204033000,0.5,20977,0.48040000000000005,forecasters,0.0
2016-07-26 16:51:47.204033000,0.5,15627,0.47800000000000004,forecasters,0.0
2016-07-26 16:51:47.204033000,0.5,11464,0.48160000000000003,forecasters,0.0
2016-07-26 16:51:47.204033000,0.5,6055,0.48120000000000007,forecasters,0.0
2016-07-26 16:51:47.204033000,0.5,11814,0.48080000000000006,forecasters,0.0
2016-07-26 16:51:47.204033000,0.5,21194,0.47840000000000005,forecasters,0.0
2016-07-26 18:05:48.632944896,0.50579,,,community_mean,0.0
2016-07-26 18:05:48.632945000,0.67,15627,0.4872000000000001,forecasters,0.0
2016-07-26 18:05:48.632945000,0.67,21194,0.4778,forecasters,0.0
2016-07-26 18:05:48.632945000,0.67,11464,0.49660000000000004,forecasters,0.0
2016-07-26 18:05:48.632945000,0.67,20977,0.506,forecasters,0.0
2016-07-26 18:05:48.632945000,0.67,6055,0.5154,forecasters,0.0
2016-07-26 18:05:48.632945000,0.67,11814,0.5248,forecasters,0.0
2016-07-26 22:48:11.660292000,0.66,20795,0.5432000000000001,forecasters,0.0
2016-07-26 22:48:11.660292000,0.66,6061,0.534,forecasters,0.0
2016-07-27 00:38:09.266203000,0.63,6102,0.5518,forecasters,0.0
2016-07-27 00:38:09.266203000,0.63,20831,0.5536,forecasters,0.0
2016-07-27 02:18:17.619034000,0.5,5982,0.5528,forecasters,0.0
2016-07-27 02:18:17.619034112,0.51818,,,community_mean,0.0
2016-07-27 07:16:45.404300000,0.56,6336,0.5532,forecasters,0.0
2016-07-27 07:16:45.404300000,0.56,19652,0.5524,forecasters,0.0
2016-07-27 09:28:11.496549888,0.52042,,,community_mean,0.0
2016-07-27 09:28:11.496550000,0.53,21090,0.5408000000000001,forecasters,0.0
2016-07-27 09:28:11.496550000,0.53,6165,0.5334,forecasters,0.0
2016-07-27 09:28:11.496550000,0.53,20993,0.5496,forecasters,0.0
2016-07-27 09:28:11.496550000,0.53,10698,0.5482,forecasters,0.0
2016-07-27 09:28:11.496550000,0.53,11811,0.551,forecasters,0.0
2016-07-27 09:28:11.496550000,0.53,15628,0.526,forecasters,0.0
2016-07-27 14:58:44.843912960,0.5236,,,community_mean,0.0
2016-07-27 14:58:44.843913000,0.6,5875,0.514,forecasters,0.0
2016-07-27 14:58:44.843913000,0.6,20817,0.52,forecasters,0.0
2016-07-28 03:32:10.148504000,0.01,20836,0.49620000000000003,forecasters,0.0
2016-07-28 03:32:10.148504000,0.01,5963,0.4858,forecasters,0.0
2016-07-28 03:32:10.148504064,0.50385,,,community_mean,0.0
2016-07-29 07:22:31.071145984,0.50519,,,community_mean,0.0
2016-07-29 07:22:31.071146000,0.54,20833,0.486,forecasters,0.0
2016-07-29 07:22:31.071146000,0.54,5989,0.4902,forecasters,0.0
2016-07-29 20:56:29.219762944,0.49148,,,community_mean,0.0
2016-07-29 20:56:29.219763000,0.3,15627,0.47980000000000006,forecasters,0.0
2016-07-29 20:56:29.219763000,0.3,11814,0.4838,forecasters,0.0
2016-07-29 20:56:29.219763000,0.3,11464,0.4878,forecasters,0.0
2016-07-29 20:56:29.219763000,0.3,20977,0.48839999999999995,forecasters,0.0
2016-07-29 20:56:29.219763000,0.3,6055,0.48900000000000005,forecasters,0.0
2016-07-29 20:56:29.219763000,0.3,21194,0.48960000000000004,forecasters,0.0
2016-08-01 09:50:24.887609000,0.72,12716,0.4842,forecasters,0.0
2016-08-01 09:50:24.887609000,0.72,6076,0.4886,forecasters,0.0
2016-08-01 09:50:24.887609088,0.49964,,,community_mean,0.0
2016-08-01 19:03:59.049989000,0.62,6439,0.49340000000000006,forecasters,0.0
2016-08-01 19:03:59.049989000,0.62,14089,0.491,forecasters,0.0
2016-08-01 19:03:59.049989120,0.50379,,,community_mean,0.0
2016-08-03 03:34:41.767044000,0.01,6426,0.48560000000000003,forecasters,0.0
2016-08-03 03:34:41.767044096,0.48733,,,community_mean,0.0
2016-08-04 21:56:32.320110000,0.99,6187,0.4974,forecasters,0.0
2016-08-04 21:56:32.320110080,0.50355,,,community_mean,0.0
2016-08-05 07:28:40.023101952,0.49344,,,community_mean,0.0
2016-08-05 07:28:40.023102000,0.18,7502,0.49300000000000005,forecasters,0.0
2016-08-07 00:56:28.043086000,0.01,12255,0.48519999999999996,forecasters,0.0
2016-08-07 00:56:28.043086000,0.01,6091,0.47740000000000005,forecasters,0.0
2016-08-07 00:56:28.043086000,0.01,13522,0.4696,forecasters,0.0
2016-08-07 00:56:28.043086080,0.47879,,,community_mean,0.0
2016-08-07 19:05:41.297422000,0.75,19449,0.4952,forecasters,0.0
2016-08-07 19:05:41.297422000,0.75,5983,0.48239999999999994,forecasters,0.0
2016-08-07 19:05:41.297422080,0.48676,,,community_mean,0.0
2016-08-08 16:49:39.138214912,0.47314,,,community_mean,0.0
2016-08-08 16:49:39.138215000,0.01,6130,0.478,forecasters,0.0
2016-08-08 21:16:48.789563904,0.47194,,,community_mean,0.0
2016-08-08 21:16:48.789564000,0.43,5996,0.47659999999999997,forecasters,0.0
2016-08-08 21:16:48.789564000,0.43,20811,0.47519999999999996,forecasters,0.0
2016-08-09 10:44:39.283536896,0.46054,,,community_mean,0.0
2016-08-09 10:44:39.283537000,0.05,7446,0.46619999999999995,forecasters,0.0
2016-08-12 22:43:12.177672960,0.45632,,,community_mean,0.0
2016-08-12 22:43:12.177673000,0.3,7417,0.4622,forecasters,0.0
2016-08-19 04:23:40.177613000,0.5,6096,0.4622,forecasters,0.0
2016-08-19 04:23:40.177613000,0.5,20841,0.4622,forecasters,0.0
2016-08-19 04:23:40.177613056,0.45744,,,community_mean,0.0
2016-08-27 03:40:05.522030000,0.43,14089,0.4526,forecasters,0.0
2016-08-27 03:40:05.522030000,0.43,6439,0.45740000000000003,forecasters,0.0
2016-08-27 03:40:05.522030080,0.45256,,,community_mean,0.0
2016-08-27 05:16:21.860036000,0.71,7169,0.45419999999999994,forecasters,0.0
2016-08-27 05:16:21.860036000,0.71,20778,0.4534,forecasters,0.0
2016-08-27 05:16:21.860036096,0.459,,,community_mean,0.0
2016-08-30 16:22:11.645690000,0.53,12189,0.4514,forecasters,0.0
2016-08-30 16:22:11.645690000,0.53,6365,0.4486,forecasters,0.0
2016-08-30 16:22:11.645690112,0.46073,,,community_mean,0.0
2016-08-31 01:07:29.666177000,0.2,11863,0.43939999999999996,forecasters,0.0
2016-08-31 01:07:29.666177000,0.2,6082,0.43019999999999997,forecasters,0.0
2016-08-31 01:07:29.666177024,0.45452,,,community_mean,0.0
2016-08-31 01:07:29.666177024,0.3534606989958989,,,metaculus,0.0
2016-09-02 22:04:25.802554000,0.01,6120,0.4178,forecasters,0.0
