Time,Prediction,id,Rolling,grouping,resolution
2016-03-17 06:23:58.422647000,0.3,5928,,forecasters,1.0
2016-03-17 06:23:58.422647000,0.3,12270,,forecasters,1.0
2016-03-17 06:23:58.422647000,0.3,24953,,forecasters,1.0
2016-03-17 06:23:58.422647000,0.3,15578,,forecasters,1.0
2016-03-17 06:23:58.422647040,0.13789766979398876,,,metaculus,1.0
2016-03-17 06:23:58.422647040,0.3,,,community_mean,1.0
2016-03-17 06:54:20.264791000,0.55,25889,,forecasters,1.0
2016-03-17 06:54:20.264791000,0.55,13239,,forecasters,1.0
2016-03-17 06:54:20.264791000,0.55,5978,,forecasters,1.0
2016-03-17 06:54:20.264791000,0.55,9652,,forecasters,1.0
2016-03-17 07:28:18.284255000,0.5,20792,,forecasters,1.0
2016-03-17 07:28:18.284255000,0.5,6127,,forecasters,1.0
2016-03-17 09:35:41.666268000,0.15,20965,,forecasters,1.0
2016-03-17 09:35:41.666268000,0.15,11830,,forecasters,1.0
2016-03-17 09:35:41.666268000,0.15,6150,,forecasters,1.0
2016-03-17 09:35:41.666268000,0.15,10701,,forecasters,1.0
2016-03-17 09:35:41.666268000,0.15,21098,,forecasters,1.0
2016-03-17 09:43:20.145812000,0.33,11868,,forecasters,1.0
2016-03-17 09:43:20.145812000,0.33,9645,,forecasters,1.0
2016-03-17 09:43:20.145812000,0.33,14061,,forecasters,1.0
2016-03-17 09:43:20.145812000,0.33,6060,,forecasters,1.0
2016-03-17 09:43:20.145812000,0.33,21176,,forecasters,1.0
2016-03-17 09:43:20.145812000,0.33,15612,,forecasters,1.0
2016-03-17 09:43:20.145812000,0.33,20967,,forecasters,1.0
2016-03-17 09:51:20.153902000,0.35,20798,,forecasters,1.0
2016-03-17 09:51:20.153902000,0.35,6190,,forecasters,1.0
2016-03-17 10:38:34.910176000,0.5,18925,,forecasters,1.0
2016-03-17 10:38:34.910176000,0.5,9637,,forecasters,1.0
2016-03-17 10:38:34.910176000,0.5,6357,,forecasters,1.0
2016-03-17 10:43:47.611897000,0.63,19390,,forecasters,1.0
2016-03-17 10:43:47.611897000,0.63,6310,,forecasters,1.0
2016-03-17 13:40:51.661065000,0.43,11821,,forecasters,1.0
2016-03-17 13:40:51.661065000,0.43,21037,,forecasters,1.0
2016-03-17 13:40:51.661065000,0.43,10715,,forecasters,1.0
2016-03-17 13:40:51.661065000,0.43,21171,,forecasters,1.0
2016-03-17 13:40:51.661065000,0.43,109,,forecasters,1.0
2016-03-17 13:54:59.540686000,0.99,20792,,forecasters,1.0
2016-03-17 13:54:59.540686000,0.99,6127,,forecasters,1.0
2016-03-17 13:58:29.384936000,0.6,11958,,forecasters,1.0
2016-03-17 13:58:29.384936000,0.6,6035,,forecasters,1.0
2016-03-17 13:58:29.384936000,0.6,9650,,forecasters,1.0
2016-03-17 20:45:13.664892000,0.5,6244,,forecasters,1.0
2016-03-17 21:50:04.852060000,0.7,20798,,forecasters,1.0
2016-03-17 21:50:04.852060000,0.7,6190,,forecasters,1.0
2016-03-17 22:46:24.876527000,0.01,6191,,forecasters,1.0
2016-03-17 23:52:22.854791000,0.29,11930,,forecasters,1.0
2016-03-17 23:52:22.854791000,0.29,6212,,forecasters,1.0
2016-03-18 05:44:52.091694000,0.45,12662,,forecasters,1.0
2016-03-18 05:44:52.091694000,0.45,5888,,forecasters,1.0
2016-03-18 11:34:52.533509000,0.33,20821,,forecasters,1.0
2016-03-18 11:34:52.533509000,0.33,6344,,forecasters,1.0
2016-03-18 18:12:09.067129000,0.25,11748,0.423,forecasters,1.0
2016-03-18 18:12:09.067129000,0.25,5881,0.42199999999999993,forecasters,1.0
2016-03-18 18:12:09.067129000,0.25,9719,0.42099999999999993,forecasters,1.0
2016-03-18 18:12:09.067129000,0.25,23075,0.42,forecasters,1.0
2016-03-18 18:12:09.067129000,0.25,13800,0.419,forecasters,1.0
2016-03-18 20:12:57.191911000,0.4,9726,0.41,forecasters,1.0
2016-03-18 20:12:57.191911000,0.4,6074,0.413,forecasters,1.0
2016-03-18 20:12:57.191911000,0.4,12227,0.41600000000000004,forecasters,1.0
2016-03-18 20:43:22.566511000,0.4,10715,0.40700000000000003,forecasters,1.0
2016-03-18 20:43:22.566511000,0.4,109,0.405,forecasters,1.0
2016-03-18 20:43:22.566511000,0.4,11821,0.403,forecasters,1.0
